GEMET:1660	compressor
GEMET:167	afforestation
GEMET:1673	concentration (value)
GEMET:1674	concentration (process)
GEMET:1679	concrete products industry
GEMET:1681	condensation (process)
GEMET:1691	congress
GEMET:1692	conifer
GEMET:1700	conservation
GEMET:1704	freshwater conservation
GEMET:1706	conservation of genetic resources
GEMET:1708	conservation of monuments
GEMET:171	afterburning
GEMET:1712	constitutional law
GEMET:1718	construction equipment
GEMET:1724	construction noise
GEMET:1725	construction of installations
GEMET:1728	construction technology
GEMET:1730	construction with recycled material
GEMET:1731	construction work
GEMET:1736	consumer behaviour
GEMET:1737	consumer goods
GEMET:1738	consumer group
GEMET:1739	consumer information
GEMET:1740	consumer protection
GEMET:1742	consumer waste
GEMET:1743	consumption
GEMET:1745	consumption pattern
GEMET:1748	containment (nuclear industry)
GEMET:1759	continuous load
GEMET:1761	contour farming
GEMET:1769	controlled burning
GEMET:1772	controlled hunting zone
GEMET:1774	control measure
GEMET:1775	conurbation
GEMET:1777	conventional energy
GEMET:1781	cooling
GEMET:1782	cooling oil
GEMET:1784	cooling tower
GEMET:1786	cooling water
GEMET:1793	coppice
GEMET:1799	core meltdown
GEMET:1809	corrosion inhibitor
GEMET:1813	cosmetic industry
GEMET:1817	cost-benefit
GEMET:1818	cost-benefit analysis
GEMET:182	agreement (legal)
GEMET:1820	cost increase
GEMET:1822	cost recovery basis
GEMET:1823	cost reduction
GEMET:1824	cost
GEMET:1825	pollution cost
GEMET:1826	national economic costs
GEMET:183	agreement (contract)
GEMET:185	agricultural biotechnology
GEMET:1850	craft
GEMET:1854	credit assistance
GEMET:186	agricultural building
GEMET:1860	criminality
GEMET:1862	criminal law
GEMET:1864	critical level
GEMET:1865	critical load
GEMET:1874	crop protection
GEMET:1875	crop rotation
GEMET:1877	crop waste
GEMET:1880	crossing place
GEMET:1881	crossing place for animals
GEMET:1885	crude oil
GEMET:1891	crystallisation
GEMET:1898	cultivated plant
GEMET:1899	cultivation
GEMET:1902	cultivation method
GEMET:1909	cultural development
GEMET:191	agricultural ecology
GEMET:1911	cultural facility
GEMET:1912	cultural heritage
GEMET:1915	cultural indicator
GEMET:1921	culture (society)
GEMET:1926	curriculum
GEMET:1928	custom and usage
GEMET:1929	customs
GEMET:193	agricultural economics
GEMET:1930	cutting (forestry)
GEMET:194	agricultural effluent
GEMET:1946	cytotoxicity
GEMET:1950	dairy farm
GEMET:1951	dairy industry
GEMET:1958	damage from military manoeuvres
GEMET:1959	damage prevention
GEMET:1968	hazardous chemical export
GEMET:1969	dangerous goods
GEMET:197	agricultural equipment
GEMET:1970	dangerous goods law
GEMET:1971	dangerous goods regulation
GEMET:1974	data acquisition
GEMET:1975	data analysis
GEMET:1979	data base
GEMET:1981	data carrier
GEMET:1984	data exchange
GEMET:1986	data processing
GEMET:1988	data protection
GEMET:1989	data recording technique
GEMET:199	agricultural exploitation
GEMET:1993	decay product
GEMET:20	acceptable risk level
GEMET:2000	debt
GEMET:2001	debt service
GEMET:2002	racking
GEMET:2005	deciduous tree
GEMET:2006	decision
GEMET:2009	decision process
GEMET:2014	decomposition
GEMET:2020	decree
GEMET:2022	deep sea
GEMET:2023	deep sea deposit
GEMET:2024	deep-sea disposal
GEMET:2025	deep sea fishing
GEMET:2036	deforestation
GEMET:2039	degradability
GEMET:204	agricultural landscape
GEMET:2040	degradation
GEMET:2041	degradation of natural resources
GEMET:2042	degradation product
GEMET:2044	degreasing
GEMET:2048	de-inking
GEMET:2050	delinquency
GEMET:2053	demand
GEMET:2055	demographic development
GEMET:2056	demographic evolution
GEMET:206	agricultural legislation
GEMET:2062	demolition business
GEMET:2064	demolition waste
GEMET:207	agricultural machinery
GEMET:2071	denitrification
GEMET:2072	denitrification of waste gas
GEMET:208	agricultural management
GEMET:2083	deposited particulate matter
GEMET:2088	deregulation
GEMET:2098	desalination
GEMET:2099	desalination plant
GEMET:210	agricultural method
GEMET:2105	desertification
GEMET:2109	desertification control
GEMET:2115	design (project)
GEMET:2117	desk study
GEMET:2119	desorption
GEMET:212	agricultural pest
GEMET:2124	desulphurisation
GEMET:2125	desulphurisation of fuel
GEMET:2129	detector
GEMET:213	agricultural planning
GEMET:2139	determination method
GEMET:2143	detoxification
GEMET:2147	developed country
GEMET:215	agricultural policy
GEMET:2151	developing countries debt
GEMET:2152	developing country
GEMET:2156	development area
GEMET:2158	development model
GEMET:2159	development pattern
GEMET:216	agricultural pollution
GEMET:2160	development planning
GEMET:2161	development plan
GEMET:2173	dictionary
GEMET:2175	didactics
GEMET:2177	diesel engine
GEMET:2185	diffuse source
GEMET:2187	digested sludge
GEMET:219	agricultural production
GEMET:2190	digestion (sewage)
GEMET:2195	digital land model
GEMET:2196	digitising
GEMET:22	access road
GEMET:220	agricultural product
GEMET:2200	diluted acid
GEMET:2211	direct discharger
GEMET:2213	disabled person
GEMET:2216	disaster cleanup operation
GEMET:2218	disaster contingency plan
GEMET:2219	disaster control service
GEMET:2220	disaster preparedness
GEMET:2221	disaster prevention
GEMET:2222	disaster relief
GEMET:2226	discharge legislation
GEMET:2227	discharge regime
GEMET:2233	disease cause
GEMET:224	agricultural storage
GEMET:2246	dispersion calculation
GEMET:2247	displaced person
GEMET:2253	disposal of the dead
GEMET:2254	disposal of warfare materials
GEMET:2257	dissolution
GEMET:2259	dissolved organic carbon
GEMET:2260	distillation
GEMET:2262	distilling industry
GEMET:2263	distortion of competition
GEMET:2269	district heating
GEMET:2270	district heating plant
GEMET:2275	disused military site
GEMET:2285	documentation centre
GEMET:2290	domestic appliance
GEMET:2293	domestic fuel
GEMET:2294	domestic fuel oil
GEMET:2298	domestic noise
GEMET:23	access to culture
GEMET:2300	domestic trade
GEMET:2301	domestic waste
GEMET:2304	domestic waste landfill
GEMET:2305	domestic waste water
GEMET:2309	dose-effect relationship
GEMET:2315	draft legislation
GEMET:2323	drainage water
GEMET:2324	draught animal
GEMET:2326	dredged material
GEMET:2327	dredging
GEMET:233	agriculture and cattle industry
GEMET:2330	olive oil mill wastewater
GEMET:2332	drift net fishing
GEMET:2336	drilling installation
GEMET:2340	drinking water protection area
GEMET:2343	drinking water supply
GEMET:2344	drinking water treatment
GEMET:2347	drought
GEMET:235	agriculture framework plan
GEMET:2350	drought control
GEMET:2354	drug (medicine)
GEMET:2359	dry deposition
GEMET:2360	dry farming
GEMET:2363	drying out
GEMET:2364	dual economy
GEMET:2365	dual waste management
GEMET:2372	land disposal
GEMET:2380	duration of sunshine
GEMET:2383	dust immission
GEMET:2384	dust removal
GEMET:2386	registration obligation
GEMET:2387	dwelling
GEMET:239	agroforestry
GEMET:2394	dyke reinforcement
GEMET:2398	early warning system
GEMET:240	agroindustry
GEMET:2400	earth's crust
GEMET:2405	earth science
GEMET:241	agrometeorology
GEMET:2415	East-West trade
GEMET:2422	EC directive
GEMET:2423	EC directive on biocides
GEMET:2424	EC directive on packaging
GEMET:2425	EC directive on waste disposal
GEMET:2426	EC directive on water protection
GEMET:2427	EC ecolabel
GEMET:2434	ecodevelopment
GEMET:2440	ecological assessment
GEMET:2442	ecological bookkeeping
GEMET:2456	ecological niche
GEMET:2457	ecological parameter
GEMET:2461	ecologically sensitive area
GEMET:2463	ecological stocktaking
GEMET:2469	ecologist movement
GEMET:2476	economic activity
GEMET:2477	economical-ecological efficiency
GEMET:2478	economic analysis
GEMET:2484	economic development
GEMET:2490	economic growth
GEMET:2493	economic instrument
GEMET:2494	economic management instrument
GEMET:2497	economic planning
GEMET:2498	economic policy
GEMET:2501	economics
GEMET:2505	economic situation
GEMET:2508	economic system
GEMET:2510	economic theory
GEMET:2511	economic trend
GEMET:2512	economic viability
GEMET:2514	economic zoning
GEMET:2516	economy
GEMET:2517	eco-paediatrics
GEMET:2518	ecophysiology
GEMET:2520	ecosystem analysis
GEMET:2522	ecosystem degradation
GEMET:2523	ecosystem research
GEMET:2527	ecotourism
GEMET:2528	ecotoxicity
GEMET:2529	ecotoxicological evaluation
GEMET:253	aircraft
GEMET:2530	ecotoxicology
GEMET:2531	ecotype
GEMET:2534	EC regulation
GEMET:2535	EC regulation on eco-management and audit
GEMET:2536	EC regulation on existing chemicals
GEMET:2539	edaphology
GEMET:2542	edible fat
GEMET:255	aircraft engine emission
GEMET:2554	educational planning
GEMET:2555	education policy
GEMET:2557	educational system
GEMET:256	aircraft noise
GEMET:2564	effect on health
GEMET:2565	effect on man
GEMET:2566	effect on the environment
GEMET:2568	research of the effects
GEMET:2569	efficiency criterion
GEMET:2570	efficiency level
GEMET:2571	effluent
GEMET:2578	EIA directive
GEMET:2579	EIA law
GEMET:2580	EIA (local)
GEMET:2587	electrical industry
GEMET:2588	electrical storage device
GEMET:2593	electricity company
GEMET:2594	electricity consumption
GEMET:2595	electricity generation
GEMET:2596	electricity generation cost
GEMET:2597	electricity supply industry
GEMET:2599	electric line
GEMET:2601	electric power
GEMET:2608	electric power supply
GEMET:2612	electric vehicle
GEMET:2617	electrokinetics
GEMET:2618	electrolysis
GEMET:2623	electronic material
GEMET:2625	electronic scrap
GEMET:2626	electronic scrap regulation
GEMET:2628	electrosmog
GEMET:2633	electrotechnical equipment
GEMET:2634	electrotechnical industry
GEMET:2635	element of group 0
GEMET:2636	element of group I (alkaline)
GEMET:2637	element of group II (alkaline earth metals)
GEMET:2651	emancipation
GEMET:2655	emergency law
GEMET:2656	emergency plan
GEMET:2657	emergency relief
GEMET:2658	emergency relief measure
GEMET:2661	emergency shelter
GEMET:2665	emission control
GEMET:2666	emission data
GEMET:2667	emission factor
GEMET:2668	emission forecast
GEMET:2670	emission reduction
GEMET:2671	emission reduction banking
GEMET:2672	emission register
GEMET:2673	emission situation
GEMET:2674	emission source
GEMET:2677	emission standard
GEMET:2679	emission to water
GEMET:2684	employment and environment
GEMET:2687	employment level effect
GEMET:2696	encyclopaedia
GEMET:2697	endangered animal species
GEMET:270	air quality
GEMET:2700	endangered plant species
GEMET:2702	endangered species (IUCN)
GEMET:2704	groundwater endangering
GEMET:2707	end-of-pipe technology
GEMET:2713	energy balance
GEMET:2715	energy consumption
GEMET:2716	energy conversion
GEMET:2718	energy demand
GEMET:272	air quality control
GEMET:2720	energy dissipation
GEMET:2722	energy distribution system
GEMET:2723	energy economics
GEMET:2724	energy efficiency
GEMET:2729	energy legislation
GEMET:2730	energy management
GEMET:2731	energy market
GEMET:2733	energy policy
GEMET:2734	energy process
GEMET:2735	energy production
GEMET:2736	energy recovery
GEMET:2738	energy resource
GEMET:274	air quality management
GEMET:2740	energy saving
GEMET:2742	energy source material
GEMET:2744	energy storage
GEMET:2747	energy technology
GEMET:2749	energy utilisation
GEMET:2751	energy utilisation pattern
GEMET:2756	enlargement programme
GEMET:2758	enriched uranium
GEMET:2759	enrichment
GEMET:2760	adequate food supply
GEMET:2766	environmental accident
GEMET:2767	environmental accounting
GEMET:2769	environmental protection advice
GEMET:277	air safety
GEMET:2771	environmental anxiety
GEMET:2772	environmental sustainable architecture
GEMET:2773	environmental aspect of human settlements
GEMET:2775	environmental assessment criterion
GEMET:2776	environmental auditing
GEMET:2778	environmental awareness
GEMET:2779	environmental balance
GEMET:2782	environmental change
GEMET:2783	environmental chemicals legislation
GEMET:2784	environmental chemistry
GEMET:2786	environmental compatibility
GEMET:2789	environmental consequence
GEMET:279	airspace planning
GEMET:2790	environmental conservation
GEMET:2793	environmental contingency planning
GEMET:2795	environmental control
GEMET:2796	environmental cost
GEMET:2797	environmental crime
GEMET:2798	environmental criminal law
GEMET:2799	environmental criterion
GEMET:28	accidental release of organisms
GEMET:2802	environmental damage
GEMET:2803	environmental data
GEMET:2805	environmental development
GEMET:281	air temperature
GEMET:2810	environmental economy issue
GEMET:2811	environmental economics
GEMET:2814	environmental education
GEMET:2817	environmental enterprise
GEMET:2818	environmental ethics
GEMET:282	air traffic
GEMET:2821	environmental fund
GEMET:2825	environmental health hazard
GEMET:2826	environmental health impact assessment
GEMET:2827	environmental health protection
GEMET:2828	environmental history
GEMET:2830	environmental impact assessment
GEMET:2831	environmental impact of agriculture
GEMET:2832	environmental impact of aquaculture
GEMET:2833	environmental impact of energy
GEMET:2834	environmental impact of fishing
GEMET:2835	environmental impact of forestry
GEMET:2836	environmental impact of households
GEMET:2837	environmental impact of industry
GEMET:2838	environmental impact of recreation
GEMET:2839	environmental impact of tourism
GEMET:2840	environmental impact of transport
GEMET:2841	environmental impact statement
GEMET:2844	environmental impact study
GEMET:2845	environmental incentive
GEMET:2847	environmental indicator
GEMET:2848	environmental index
GEMET:2849	environmental industry
GEMET:285	air traffic law
GEMET:2850	environmental informatics
GEMET:2851	environmental information
GEMET:2852	environmental information network
GEMET:2853	environmental information system
GEMET:2856	environmental investment
GEMET:2859	environmental law
GEMET:286	air traffic regulation
GEMET:2860	environmental law enforcement
GEMET:2862	environmental legislation
GEMET:2863	environmental legislation on agriculture
GEMET:2864	environmental legislative process
GEMET:2865	environmental liability
GEMET:2866	environmental licence
GEMET:2869	environmentally dangerous substance
GEMET:2870	environmental friendly procurement
GEMET:2871	environmentally friendly product
GEMET:2872	environmentally friendly management
GEMET:2873	environmentally related disease
GEMET:2874	environmentally responsible behaviour
GEMET:2876	environmentally unfriendly firm
GEMET:2877	environmental management
GEMET:2881	environmental misconduct
GEMET:2884	environmental noise
GEMET:2886	environmental perception
GEMET:2887	environmental performance
GEMET:2889	environmental planning
GEMET:289	air transportation
GEMET:2890	environmental plan
GEMET:2893	environmental policy instrument
GEMET:2896	environmental priority
GEMET:2897	environmental programme
GEMET:290	air-water interaction
GEMET:2900	environmental protection
GEMET:2902	environmental protection association
GEMET:2903	environmental protection cost
GEMET:2905	environmental protection in the enterprise
GEMET:2907	environmental protection order
GEMET:2909	environmental protection regulation
GEMET:2910	environmental protection technology
GEMET:2911	environmental psychology
GEMET:2912	environmental quality
GEMET:2913	environmental quality criterion
GEMET:2914	environmental quality objective
GEMET:2915	environmental quality standard
GEMET:2917	environmental report
GEMET:2918	environmental research
GEMET:2920	environmental risk assessment
GEMET:2921	environmental risk
GEMET:2922	environmental science
GEMET:2923	environmental security
GEMET:2924	environmental specimen bank
GEMET:2925	environmental statement (eco-audit)
GEMET:2926	environmental statistics
GEMET:2927	environmental stock exchange
GEMET:2928	environmental subsidy
GEMET:2929	environmental target
GEMET:293	alarm
GEMET:2931	environmental teaching
GEMET:2932	environmental technology
GEMET:2934	environmental terminology
GEMET:2936	environmental training
GEMET:2938	environmental economic valuation
GEMET:2940	environmental vandalism
GEMET:2941	environmental warfare
GEMET:2958	equivalent dose
GEMET:2960	ergonomics
GEMET:2964	erosion control
GEMET:2969	estuarine biology
GEMET:2970	estuarine conservation area
GEMET:2972	estuarine ecosystem
GEMET:2973	estuarine oceanography
GEMET:2977	etching
GEMET:2978	etching substance
GEMET:2980	ethics
GEMET:2982	ethnology
GEMET:30	accident source
GEMET:3000	European nature reserve
GEMET:3013	evaluation method
GEMET:3014	evaluation of technology
GEMET:3019	evaporation
GEMET:3027	exact science
GEMET:3028	excavated hole
GEMET:3029	excavation (process)
GEMET:3031	excavation heap
GEMET:3032	excavation site
GEMET:3033	excessive height of chimney stacks
GEMET:3040	executive order
GEMET:3044	exhaust device
GEMET:3045	exhaust gas
GEMET:3047	existing chemical
GEMET:3049	expenditure
GEMET:3050	experiment
GEMET:3054	expert system
GEMET:3057	exploration
GEMET:3064	export licence
GEMET:3065	export of hazardous wastes
GEMET:3071	expropriation
GEMET:3073	extensive cattle farming
GEMET:3084	extinct species (IUCN)
GEMET:3090	extractive industry
GEMET:3097	fabric
GEMET:3099	factor market
GEMET:3103	factory farming
GEMET:3106	faecal bacterium
GEMET:3110	fallout
GEMET:3113	fallow area
GEMET:3115	fallow land
GEMET:3119	family planning
GEMET:3120	famine
GEMET:313	alkali land
GEMET:3133	fast traffic
GEMET:3147	federal law
GEMET:3149	fee
GEMET:3171	fertiliser law
GEMET:3174	fibre
GEMET:3175	fibreglass
GEMET:3177	field damage
GEMET:3178	field experiment
GEMET:3182	filling station
GEMET:3186	filter cake
GEMET:319	alkali soil
GEMET:3192	final storage
GEMET:3194	finances
GEMET:3195	financial assistance
GEMET:3196	financial compensation
GEMET:3197	financial contribution
GEMET:3199	financial instrument
GEMET:3200	financial law
GEMET:3201	financial market
GEMET:3205	financing
GEMET:3209	fine dust
GEMET:3218	fire precaution
GEMET:3220	fire protection
GEMET:3225	fire safety requirement
GEMET:3226	fire service
GEMET:3238	fisheries management
GEMET:3241	fishery resource
GEMET:3243	fishery economics
GEMET:3246	fishery policy
GEMET:326	alkyl compound
GEMET:3260	fishing industry
GEMET:3261	fishing law
GEMET:3263	fishing preserve
GEMET:3266	fishing vessel
GEMET:3269	fish kill
GEMET:3273	fish stock
GEMET:3274	fish toxicity
GEMET:3277	fitting (plumbing)
GEMET:3278	fixed schedule of charges
GEMET:3281	flag of convenience
GEMET:3283	rapid test
GEMET:3291	flexible approach to environmental protection
GEMET:3300	flood control
GEMET:3307	flora restoration
GEMET:3308	flotation
GEMET:3315	flow field
GEMET:3316	flowing water
GEMET:3319	flue gas
GEMET:3322	fluidics
GEMET:3324	fluidisation
GEMET:3325	fluidised bed
GEMET:3340	fluvial resource
GEMET:3341	river transport
GEMET:3342	fly ash
GEMET:3345	fodder
GEMET:3348	mist
GEMET:335	allocation
GEMET:336	allocation plan
GEMET:3362	food commerce
GEMET:3368	food industry
GEMET:3370	food irradiation
GEMET:3372	food pollutant
GEMET:3376	food processing industry
GEMET:3378	food production (agriculture)
GEMET:3380	food quality
GEMET:3381	food requirement
GEMET:3384	food science
GEMET:3387	food storage
GEMET:3388	foodstuff
GEMET:3391	food technology
GEMET:3392	food transport
GEMET:3396	forage contamination
GEMET:3397	forage law
GEMET:3401	foreclosure
GEMET:3402	foreign economic relations
GEMET:3405	foreign trade
GEMET:341	alluvion
GEMET:3410	forest conservation
GEMET:3411	forest cover destruction
GEMET:3414	forest damage
GEMET:3416	forest ecosystem
GEMET:3419	forest fire
GEMET:3423	forest industry
GEMET:3425	forest management
GEMET:3426	forest pest
GEMET:3430	forest policy
GEMET:3431	forest production
GEMET:3432	forest product
GEMET:3435	forest reserve
GEMET:3437	forest resource assessment
GEMET:3438	forest resource
GEMET:3439	forestry
GEMET:3440	forestry economics
GEMET:3441	forestry law
GEMET:3442	forestry legislation
GEMET:3444	forestry practice
GEMET:3465	fouling growth
GEMET:3469	four stroke engine
GEMET:3474	framework legislation
GEMET:3477	access to information
GEMET:3481	freight transport
GEMET:3487	freshwater biology
GEMET:3488	freshwater degradation
GEMET:3489	freshwater ecosystem
GEMET:349	alternative material
GEMET:3491	freshwater monitoring
GEMET:3492	freshwater organism
GEMET:3493	freshwater pollution
GEMET:3494	freshwater resource
GEMET:3496	frost
GEMET:3499	fruit cultivation
GEMET:3502	fruit tree
GEMET:3507	fuel alcohol
GEMET:3509	fuel composition
GEMET:351	alternative technology
GEMET:3510	fuel consumption
GEMET:3516	fuel tank installation
GEMET:3517	fuel wood
GEMET:3522	functional substance
GEMET:3524	soil function
GEMET:3533	fur
GEMET:3538	furnace
GEMET:3539	furniture
GEMET:354	aluminium container
GEMET:3540	furniture industry
GEMET:3542	furriery
GEMET:355	aluminium content
GEMET:3550	galvanisation
GEMET:3553	game (animals)
GEMET:356	aluminium industry
GEMET:3562	garden waste
GEMET:3564	garrigue
GEMET:3570	gas company
GEMET:3571	gas engine
GEMET:3572	gaseous air pollutant
GEMET:3577	gaseous state
GEMET:3578	treatment of gases
GEMET:3581	gasification
GEMET:3582	gas liquefaction
GEMET:3586	gas network
GEMET:3587	gasohol
GEMET:3589	gasoline engine
GEMET:3591	gas pipeline
GEMET:3593	gas powered plant
GEMET:3594	gas purification
GEMET:3595	vapour recovery system
GEMET:3596	gas reservoir
GEMET:3599	gas supply
GEMET:36	accumulation in body tissues
GEMET:360	alveolus
GEMET:3604	gaswork
GEMET:3611	gender issue
GEMET:3613	gene bank
GEMET:3614	general administrative order
GEMET:3615	general chemistry
GEMET:3625	genetic engineering legislation
GEMET:3632	genetic resource
GEMET:3638	geodesy
GEMET:3645	geographic information system
GEMET:3647	geological disaster
GEMET:3648	geological process
GEMET:3652	geomorphic process
GEMET:3654	geomorphology
GEMET:3655	geophysics
GEMET:3657	geotechnology
GEMET:3658	geothermal energy
GEMET:3661	germ
GEMET:3676	glaciology
GEMET:3681	glass industry
GEMET:3686	global aspect
GEMET:3687	global convention
GEMET:3688	Global Environment Facility
GEMET:3690	global model
GEMET:3692	global warming
GEMET:3694	glossary
GEMET:3698	goal of individual economic business
GEMET:370	Ames test
GEMET:3716	government environmental expenditure
GEMET:3730	grass fire
GEMET:3734	grassland ecosystem
GEMET:3739	gravel extraction
GEMET:3748	grazing
GEMET:3754	greenbelt
GEMET:3755	green building
GEMET:3756	green corridor
GEMET:3757	environmental tax
GEMET:3760	greenhouse cultivation
GEMET:3766	green manure
GEMET:3768	green revolution
GEMET:3770	green space
GEMET:3771	green vegetable
GEMET:3774	grinding
GEMET:3777	gross national product
GEMET:378	ammonification
GEMET:3781	groundwater extraction
GEMET:3784	groundwater pollution
GEMET:3785	groundwater protection
GEMET:3788	group behaviour
GEMET:3810	haematology
GEMET:3812	hail
GEMET:3817	haloform
GEMET:3819	halogenated biphenyl
GEMET:3822	halogenated pollutant
GEMET:3823	halogenated terphenyl
GEMET:3828	handicraft business
GEMET:3830	handicraft
GEMET:3834	harbour
GEMET:3838	hard-to-dispose-of waste
GEMET:3842	waste water pollution
GEMET:3849	harvest
GEMET:3852	hazard
GEMET:3853	hazard of pollutants
GEMET:3855	hazardous substances legislation
GEMET:3857	hazardous waste dump
GEMET:3859	hazardous working material
GEMET:3860	haze
GEMET:3864	headland (farm)
GEMET:3866	health care
GEMET:3869	health-environment relationship
GEMET:3871	health facility
GEMET:3872	health hazard
GEMET:3874	health legislation
GEMET:3877	health protection
GEMET:3878	health regulation
GEMET:3880	health-related biotechnology
GEMET:3881	health service
GEMET:3884	hearing impairment
GEMET:3885	hearing procedure
GEMET:3886	hearing protection
GEMET:3887	hearing (sense)
GEMET:3890	heat (physics)
GEMET:3891	heat and power station
GEMET:3892	heater
GEMET:3893	heathland
GEMET:3900	heating plant
GEMET:3904	heat pump
GEMET:3906	heat storage
GEMET:3907	heat supply
GEMET:391	anaerobic condition
GEMET:3911	heavy goods vehicle traffic
GEMET:3914	heavy metal load
GEMET:394	anaerobic process
GEMET:3947	highland ecosystem
GEMET:3949	high mountain
GEMET:3955	high-speed railway
GEMET:3956	high-speed train
GEMET:3958	high tide water
GEMET:3960	high voltage line
GEMET:3963	highway
GEMET:3971	historical evolution
GEMET:3974	historical monument
GEMET:3975	historical research
GEMET:3977	historical site
GEMET:398	analysis programme
GEMET:3984	holiday camp
GEMET:3986	holiday
GEMET:3998	horticulture
GEMET:4002	hospital waste
GEMET:4008	hotel industry
GEMET:401	analytical equipment
GEMET:4016	household chemical
GEMET:4018	household goods
GEMET:402	analytical method
GEMET:4027	housing density
GEMET:4029	housing finance
GEMET:4030	housing improvement
GEMET:4032	housing legislation
GEMET:4034	housing need
GEMET:4037	housing programme
GEMET:4039	housing quality standard
GEMET:4040	installation restoration
GEMET:4045	human biology
GEMET:4046	human disease
GEMET:4047	human ecology
GEMET:4049	human exposure to pollutants
GEMET:4051	human health
GEMET:4052	human-made disaster
GEMET:4054	human pathology
GEMET:4055	human physiology
GEMET:4060	human rights
GEMET:4062	human settlement
GEMET:4072	hunting
GEMET:4073	hunting reserve
GEMET:4082	hydraulic construction
GEMET:4085	hydraulics
GEMET:4088	hydrobiology
GEMET:4095	hydroculture
GEMET:4108	hydrogeology
GEMET:4109	hydrography
GEMET:4111	hydrologic disaster
GEMET:4115	hydrologic balance
GEMET:4116	hydrologic cycle
GEMET:4118	hydrology
GEMET:4120	hydrometeorology
GEMET:4122	water power
GEMET:4124	hydrosphere
GEMET:4136	identification of pollutants
GEMET:4137	ideology
GEMET:4140	image processing
GEMET:4141	IMCO code
GEMET:4146	immission
GEMET:4147	immission control
GEMET:4148	immission control law
GEMET:4149	immission damage
GEMET:4150	immission forecast
GEMET:4151	immission limit
GEMET:4152	immission load
GEMET:4157	immunological disease
GEMET:4159	impact assessment
GEMET:4160	impact minimisation
GEMET:4161	impactor
GEMET:4162	impact prevention
GEMET:4163	impact source
GEMET:4164	implementation law
GEMET:4172	impregnating agent
GEMET:4173	impregnation (materials)
GEMET:4177	sudden load
GEMET:4178	impulsive noise
GEMET:4183	incineration of waste
GEMET:4187	income
GEMET:4189	incorporation
GEMET:419	animal dung as fuel
GEMET:42	acid deposition
GEMET:4200	indicator of environmental management
GEMET:4202	indicator of environmental quality
GEMET:4204	indigenous forest
GEMET:4205	indigenous technology
GEMET:4206	indirect discharger
GEMET:421	animal experiment
GEMET:4211	indoor environment
GEMET:4213	industrial area
GEMET:4216	industrial association
GEMET:4224	industrial crop
GEMET:4226	industrial development
GEMET:4227	industrial dumping
GEMET:4228	industrial economics
GEMET:4229	industrial effluent
GEMET:423	animal foodstuff
GEMET:4231	industrial emission
GEMET:4233	industrial environmental policy
GEMET:4234	industrial equipment
GEMET:4238	industrial fume
GEMET:4242	industrial installation
GEMET:4244	industrialisation
GEMET:4247	industrial legislation
GEMET:4249	industrial material
GEMET:425	animal genetics
GEMET:4250	industrial medicine
GEMET:4251	industrial noise
GEMET:4253	industrial planning
GEMET:4254	industrial plant (building)
GEMET:4255	industrial policy
GEMET:4256	industrial pollution
GEMET:4258	industrial production
GEMET:4259	industrial production statistics
GEMET:4260	industrial product
GEMET:4262	industrial property right
GEMET:4268	industrial sludge
GEMET:4269	industrial society
GEMET:4274	industrial waste gas
GEMET:4276	industrial waste water
GEMET:4278	industrial zoning
GEMET:4279	industry
GEMET:4282	inertisation
GEMET:4283	inert waste
GEMET:4289	infestation of crops
GEMET:4290	infestation of food
GEMET:4296	inflammable substance
GEMET:4300	inflow
GEMET:4302	informatics
GEMET:4307	information processing
GEMET:4309	information service
GEMET:4311	information system
GEMET:4313	information technology
GEMET:4315	infraction
GEMET:4320	infrasound
GEMET:4321	infrastructure
GEMET:4329	inland fishery
GEMET:4331	inland navigation
GEMET:4336	inland waterways transport
GEMET:434	animal noise
GEMET:4340	innovation
GEMET:4345	inorganic fertiliser
GEMET:4347	inorganic pollutant
GEMET:4350	inorganic substance
GEMET:4369	instrument manufacture
GEMET:437	animal physiology
GEMET:4371	sound insulation material
GEMET:4374	insurance
GEMET:4375	insurance business
GEMET:4376	insurance coverage
GEMET:4378	integral natural reserve
GEMET:4382	integrated environmental protection technology
GEMET:4383	integrated pest control
GEMET:4386	integrated pollution control
GEMET:4390	intensive animal husbandry
GEMET:4391	intensive farming
GEMET:4395	interaction of pesticides
GEMET:4398	interchange of electronic data
GEMET:44	acidification
GEMET:4400	interdisciplinary research
GEMET:4402	interest group
GEMET:4408	interlaboratory comparison
GEMET:441	animal production
GEMET:4410	intermediate goods
GEMET:4412	intermittent noise
GEMET:4414	internal European market
GEMET:4415	internalisation of environmental costs
GEMET:4419	international competitiveness
GEMET:442	animal product
GEMET:4420	international convention
GEMET:4423	international distribution
GEMET:4424	international division of labour
GEMET:443	animal protection
GEMET:4430	international law
GEMET:4432	internationally important ecosystem
GEMET:4440	international river basin
GEMET:4441	international safety
GEMET:4442	international standardisation
GEMET:4444	international trade
GEMET:4451	interpretation method
GEMET:4455	intervention in nature and landscape
GEMET:4468	inventory of forest damage
GEMET:4474	inversion layer
GEMET:4478	investment
GEMET:448	animal for slaughter
GEMET:4480	in vitro assay
GEMET:4481	in vivo assay
GEMET:449	animal shelter
GEMET:4491	ionising radiation
GEMET:4492	ionosphere
GEMET:4501	iron industry
GEMET:4503	ironwork industry
GEMET:4509	irrigation farming
GEMET:451	animal textile fibre
GEMET:4515	island ecosystem
GEMET:4518	insulation (process)
GEMET:452	animal trade
