ENVO:00000000	geographic feature	macroscopic spatial feature
ENVO:00000001	bedding-plane cave	
ENVO:00000002	anthropogenic geographic feature	man-made feature	manmade feature
ENVO:00000003	mine tailing	dumping ground	mine dump	tailing
ENVO:00000004	administrative region	administrative area	administrative division	administrative entity	boundary region	civil area	district	free trade zone	governed place	leased area (government)	leased zone (government)	neutral zone (political)	prefecture	protectorate	sheikdom	sultanate	trade zone
ENVO:00000005	first-order administrative region	countries, 1st order division	first level subdivision	first-order administrative division
ENVO:00000006	second-order administrative region	countries, 2nd order division	second level subdivision	second-order administrative division
ENVO:00000007	third-order administrative region	barrio	countries, 3rd order division	third level subdivision	third-order administrative division
ENVO:00000008	fourth-order administrative region	countries, 4th order division	fourth level subdivision	fourth-order administrative division
ENVO:00000009	national geopolitical entity	country	independent nation	independent political entity	independent sovereign nation	nation	political entity	state
ENVO:00000010	transport feature	
ENVO:00000011	garden	PARK	cropland	garden	park
ENVO:00000012	hydrographic feature	OVERFALLS	eddy	fluvial feature	marine feature	overfalls	tidal ripp	upwelling
ENVO:00000013	cave system	
ENVO:00000014	canal	canal	canal bend	drain (channel)	irrigation system	lateral	watercourse
ENVO:00000015	ocean	Ocean	ocean	ocean region	sea
ENVO:00000016	sea	Sea	channel	closed sea	marginal sea	open sea	open sound	open water	sea
ENVO:00000017	saline hydrographic feature	
ENVO:00000018	dry river	
ENVO:00000019	saline lake	SalineLake	lake	salina	salt lake	salt lakes	soda lake
ENVO:00000020	lake	LAKE	Lake	broad	catch basin	lake	lakes	llyn	loch	lochan	lough	mere	mortlake	open water	pasteuer lake	tarn
ENVO:00000021	freshwater lake	FreshwaterLake
ENVO:00000022	river	River	braided river	rio	watercourse
ENVO:00000023	stream	Creek	Stream	beck	braided stream	brook	burn (hydrographic)	creek	fork (hydrographic	glacial stream	lode	millstream	rivulet	stream	stream bend	streams	watercourse
ENVO:00000025	reservoir	covered reservoir	lake	reservoir
ENVO:00000026	well	WELL	brine well	oil well	water well	well	wells
ENVO:00000027	spring	SPRING	Spring	seep	spring
ENVO:00000028	sand pit quarry	mine	sand pit
ENVO:00000029	watercourse	WATERCOURSE	awawa	barranca	beck	branch	brook	course	culvert	draw	dredged channel	fork	gulch	gully	gut	gutter	kill	lode	moat	narrows	narrows (hydrographic)	overflow channel	passage	pup	race	ravine	reach	rill	rio	rivulet	run	runnel	seachannel	seaway	spillway	stream	tideway	wash	water gap	watercourse	waterway
ENVO:00000030	dead cave	dry cave
ENVO:00000031	wadi	arroyo	coulee	gully	nullah	wadi	wadi bend	wadi junction	wadi mouth	wadis	wash	watercourse
ENVO:00000032	bay	bahia	bay	bight	embayment	firth	geo	gulf	inlet	sea loch	sea lough
ENVO:00000033	pond	POOL	Pond	lake	millpond	pond	ponds	pool	pool (water body)
ENVO:00000034	rapids	RAPIDS	cataract	rapids	torrent
ENVO:00000035	marsh	Marsh	marsh	quagmire	wetland
ENVO:00000036	irrigation canal	canal	irrigation canal
ENVO:00000037	ditch	agricultural drain	canal	ditch	drain	watercourse
ENVO:00000038	lagoon	LAGOON	Lagoon	barrier lagoon	lagoon	lagoons	laguna	lake
ENVO:00000039	fjord	Fjord	fiord	fjord	fjords	inlet	loch
ENVO:00000040	waterfall	WATERFALL	cascade	cataract	fall	falls	force	linn	waterfalls
ENVO:00000041	tidal creek	stream	tidal creek
ENVO:00000042	drainage canal	canal	drainage canal
ENVO:00000043	wetland	EstuarineWetland	LacustrineWetland	MarineWetland	PalustrineWetland	RiparianWetland	TerrestialWetland	WETLAND	Wetland	WetlandRegion	back marsh	backswamp	backwater	barrier flat	blanket bog	bog	cienaga	dismal	everglade	floating marsh	forested wetland	marsh	mire	moor	morass	mud flat	muskeg	peat cutting area	peatland	quagmire	quaking bog	riparian area	slash	slough	slue	swamp forest	tulelands	wetland
ENVO:00000044	peatland	Peatland	bog	mire	morass	muskeg	peat bog	wetland
ENVO:00000045	estuary	Estuary	estuary	inlet	mouth
ENVO:00000046	hedge	HEDGE	hedgerow	shelter belt
ENVO:00000047	canopy	
ENVO:00000048	navigation canal	navigation canal	navigation channel	ship cannal
ENVO:00000050	geyser	GEYSER	geyser	thermal feature
ENVO:00000051	hot spring	hot spring	hotspring	spring	thermal feature	thermal spring
ENVO:00000052	crater lake	caldera lake	crater lake	crater lakes	lake
ENVO:00000053	freshwater marsh	
ENVO:00000054	saline marsh	salt marsh	salting	tidal marsh	wetland
ENVO:00000055	saline evaporation pond	lake	salt evaporation pond	salt pond	salt ponds	saltern
ENVO:00000056	fishpond	fish pond	fishponds	lake
ENVO:00000057	mangrove swamp	MangroveForest	mangal	mangrove swamp	wetland	woodland
ENVO:00000058	underground lake	underground lake
ENVO:00000059	underground river	
ENVO:00000060	underground stream	
ENVO:00000061	underground water body	
