subjectClass,subectClassLabel,relationship,relationshipLabel,objectClass,objectClassLabel
http://purl.obolibrary.org/obo/FOODON_03302403,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302403,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302165,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302269,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03310414,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307287,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306650,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307288,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03311054,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307813,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03303716,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03303716,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03309897,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307660,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03310815,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306426,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307416,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03315754,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03310547,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302223,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03301047,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03316091,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03316535,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302434,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306175,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306175,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03304066,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03304473,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302107,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03315040,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03304837,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306243,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307302,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302158,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302279,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302234,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03305563,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03305563,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03309550,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302163,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03306090,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03303634,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03316262,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302411,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307130,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03315325,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307481,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03315115,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03307286,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03311768,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302280,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03302280,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03301869,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03301869,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03304273,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/FOODON_03303057,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_00001872,food product type (to be processed)
http://purl.obolibrary.org/obo/ENVO_01000981,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01001334,advective transport process
http://purl.unep.org/sdg/SDGIO_00010039,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00010014,medicine
http://purl.obolibrary.org/obo/ENVO_01000784,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000765,informal settlement
http://purl.obolibrary.org/obo/OBI_0000963,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/IAO_0000009,datum label
http://purl.obolibrary.org/obo/IAO_0000003,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/IAO_0000009,datum label
http://purl.obolibrary.org/obo/BFO_0000004,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000002,continuant
http://purl.obolibrary.org/obo/BFO_0000031,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000002,continuant
http://purl.obolibrary.org/obo/BFO_0000020,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000002,continuant
http://purl.obolibrary.org/obo/CHEBI_15377,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/CHEBI_37176,mononuclear parent hydride
http://purl.obolibrary.org/obo/ENVO_00000008,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000004,administrative region
http://purl.obolibrary.org/obo/ENVO_00000007,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000004,administrative region
http://purl.obolibrary.org/obo/ENVO_00000123,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000004,administrative region
http://purl.obolibrary.org/obo/ENVO_00000006,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000004,administrative region
http://purl.obolibrary.org/obo/ENVO_00000005,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000004,administrative region
http://purl.obolibrary.org/obo/NCBITaxon_376913,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/NCBITaxon_9443,Primates
http://purl.unep.org/sdg/SDGIO_00000006,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000005,access system
http://purl.obolibrary.org/obo/NCBITaxon_33208,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/NCBITaxon_33154,Opisthokonta
http://purl.obolibrary.org/obo/IAO_0000038,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/IAO_0000309,diagram
http://purl.obolibrary.org/obo/ENVO_00000016,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01001319,saline water body
http://purl.obolibrary.org/obo/ENVO_00000015,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01001319,saline water body
http://purl.obolibrary.org/obo/ENVO_01000679,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000678,tectonic earthquake
http://purl.obolibrary.org/obo/ENVO_00000022,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000023,stream
http://purl.unep.org/sdg/SDGIO_00000056,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000055,self-employed role
http://purl.unep.org/sdg/SDGIO_00010003,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000055,self-employed role
http://purl.unep.org/sdg/SDGIO_00000058,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000055,self-employed role
http://purl.unep.org/sdg/SDGIO_00000054,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000055,self-employed role
http://purl.obolibrary.org/obo/PATO_0000587,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0000117,size
http://purl.obolibrary.org/obo/NCBITaxon_33213,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/NCBITaxon_6072,Eumetazoa
http://purl.unep.org/sdg/SDGIO_00000008,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00010037,right
http://purl.unep.org/sdg/SDGIO_00010022,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00010037,right
http://purl.unep.org/sdg/SDGIO_00010038,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00010037,right
http://purl.unep.org/sdg/SDGIO_00010047,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00010037,right
http://purl.unep.org/sdg/SDGIO_00010010,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010018,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00000055,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000571,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010037,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010013,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000017,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000112,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010017,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000947,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000941,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010011,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.unep.org/sdg/SDGIO_00010002,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/OBI_0000202,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000023,role
http://purl.obolibrary.org/obo/CHEBI_33693,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/CHEBI_36902,chalcogen hydride
http://purl.obolibrary.org/obo/CHEBI_24651,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/CHEBI_25806,oxygen molecular entity
http://purl.obolibrary.org/obo/ENVO_00002001,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002264,waste material
http://purl.obolibrary.org/obo/OBI_0000713,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/IAO_0000010,software
http://purl.obolibrary.org/obo/PATO_0002204,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002201,handedness
http://purl.obolibrary.org/obo/PATO_0002203,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002201,handedness
http://purl.obolibrary.org/obo/PATO_0002202,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002201,handedness
http://purl.obolibrary.org/obo/ENVO_01000785,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_01000677,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500031,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_03000010,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500027,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500005,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500036,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_01000741,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500041,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_02500001,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_01000629,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/OBI_0000458,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0000456,material transformation objective
http://purl.obolibrary.org/obo/PCO_0000030,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PCO_0000024,household
http://purl.obolibrary.org/obo/OBI_0200042,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200175,class discovery data transformation
http://purl.obolibrary.org/obo/OBI_0000727,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200175,class discovery data transformation
http://purl.obolibrary.org/obo/OBI_0200041,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200175,class discovery data transformation
http://purl.obolibrary.org/obo/OBI_0200050,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200175,class discovery data transformation
http://purl.obolibrary.org/obo/PCO_0000024,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PCO_0000031,organismal entity
http://purl.obolibrary.org/obo/PCO_0000000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PCO_0000031,organismal entity
http://purl.obolibrary.org/obo/PCO_0000000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PCO_0000031,organismal entity
http://purl.obolibrary.org/obo/CARO_0001010,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PCO_0000031,organismal entity
http://purl.obolibrary.org/obo/OBI_0200051,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200050,dimensionality reduction
http://purl.obolibrary.org/obo/CHEBI_24651,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/CHEBI_37577,heteroatomic molecular entity
http://purl.obolibrary.org/obo/CHEBI_33692,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/CHEBI_37577,heteroatomic molecular entity
http://purl.obolibrary.org/obo/PATO_0002201,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0000186,behavioral quality
http://purl.obolibrary.org/obo/FOODON_03400241,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/FOODON_03400112,nonalcoholic beverage (us cfr)
http://purl.obolibrary.org/obo/ENVO_01000817,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000813,astronomical body part
http://purl.obolibrary.org/obo/ENVO_00000000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000813,astronomical body part
http://purl.obolibrary.org/obo/ENVO_01000983,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000813,astronomical body part
http://purl.obolibrary.org/obo/OBI_0200190,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0200111,data visualization
http://purl.obolibrary.org/obo/ENVO_01000699,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000697,mudflow
http://purl.obolibrary.org/obo/ENVO_02500013,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500032,revegetation
http://purl.obolibrary.org/obo/PATO_0000308,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0000011,age
http://purl.obolibrary.org/obo/PATO_0000309,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0000011,age
http://purl.obolibrary.org/obo/ENVO_01000678,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000677,earthquake
http://purl.obolibrary.org/obo/ENVO_01000769,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000742,carbon-bearing gas emission process
http://purl.obolibrary.org/obo/IAO_0000015,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.unep.org/sdg/SDGIO_00010040,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.unep.org/sdg/SDGIO_00010029,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.unep.org/sdg/SDGIO_00010041,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.obolibrary.org/obo/PATO_0001237,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.obolibrary.org/obo/PATO_0000051,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.obolibrary.org/obo/NCBITaxon_7776,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/NCBITaxon_7742,Vertebrata <Metazoa>
http://purl.obolibrary.org/obo/OBI_0001000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/IAO_0000310,document
http://purl.obolibrary.org/obo/PATO_0001546,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002198,quality of a substance
http://purl.obolibrary.org/obo/PATO_0001547,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002198,quality of a substance
http://purl.obolibrary.org/obo/PATO_0001548,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/PATO_0002198,quality of a substance
http://purl.obolibrary.org/obo/OBI_0000014,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/OBI_0000017,regulatory role
http://purl.obolibrary.org/obo/ENVO_00002001,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002186,contaminated water
http://purl.obolibrary.org/obo/PCO_0000000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000027,object aggregate
http://purl.obolibrary.org/obo/PCO_0000000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000027,object aggregate
http://purl.unep.org/sdg/SDGIO_00010031,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant
http://purl.obolibrary.org/obo/BFO_0000141,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant
http://purl.obolibrary.org/obo/BFO_0000040,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant
