subjectClass,subectClassLabel,relationship,relationshipLabel,objectClass,objectClassLabel
http://purl.unep.org/sdg/SDGIO_00020079,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020057,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020178,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020058,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020012,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020033,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020089,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020004,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020102,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020026,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020199,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020131,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020061,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020049,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020163,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020081,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020090,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020185,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020141,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020056,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020195,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020180,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020187,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020083,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020017,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020003,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020160,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020211,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020013,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020006,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020086,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020036,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020223,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020205,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020227,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020105,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020132,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020210,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020218,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020137,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020064,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020020,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020118,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020115,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020161,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020214,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020099,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020198,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020108,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020123,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020143,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020127,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020173,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020032,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020166,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020181,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020059,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020136,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020109,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020226,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020069,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020077,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020101,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020016,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020074,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020202,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020060,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020114,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020022,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020111,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020085,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020052,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020008,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020000,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020167,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020228,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020037,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020066,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020194,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020153,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020186,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020203,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020007,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020087,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020220,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020002,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020082,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020172,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020046,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020144,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020073,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020206,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020140,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020029,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020133,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020065,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020091,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020025,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020175,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020159,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020106,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020146,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020068,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020122,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020189,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020190,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020230,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020171,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020015,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020113,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020184,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020201,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020219,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020193,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020168,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020010,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020152,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020188,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020031,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020042,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020120,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020018,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020009,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020040,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020084,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020055,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020222,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020072,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020062,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020001,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020135,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020139,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020023,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020229,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020225,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020121,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020038,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020129,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020047,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020094,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020104,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020216,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020176,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020231,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020054,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020045,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020165,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020130,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020149,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020053,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020174,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020145,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020207,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020097,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020067,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
http://purl.unep.org/sdg/SDGIO_00020024,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.unep.org/sdg/SDGIO_00000003,sustainable development goal indicator value
